id,title,description,skills,location,duration,organization
918,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Chennai,1 month,CodeCrafters
919,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Chennai,3 months,DataWorks
920,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,3 months,WebSolutions
921,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,1 month,MobileWorks
922,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Mumbai,5 weeks,College Labs
923,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Jaipur,6 months,DesignStudios
924,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Goa,2 months,MarketCo
925,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Mumbai,5 weeks,CodeCrafters
926,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Jaipur,6 months,CodeCrafters
927,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Noida,2 months,FinLabs
928,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,1 month,MarketCo
929,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Pune,5 weeks,MobileWorks
930,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Gurgaon,6 months,DesignStudios
931,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,1 month,DataWorks
932,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Mumbai,5 weeks,FinLabs
933,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Delhi,2 months,College Labs
934,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Delhi,2 months,FinLabs
935,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Hyderabad,6 months,MarketCo
936,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Mumbai,4 months,Analytics Hub
937,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,1 month,CodeCrafters
938,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Dehradun,6 months,FinLabs
939,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Chennai,2 months,FinLabs
940,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Chennai,3 months,DesignStudios
941,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Goa,5 weeks,WebSolutions
942,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Kolkata,4 months,Tech Startup
943,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Ahmedabad,6 months,DesignStudios
944,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Mumbai,1 month,CodeCrafters
945,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Delhi,4 months,MobileWorks
946,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Jaipur,5 weeks,WebSolutions
947,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Hyderabad,1 month,MarketCo
948,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Bengaluru,6 months,MobileWorks
949,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Hyderabad,5 weeks,Analytics Hub
950,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Chennai,6 months,DataWorks
951,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Chennai,6 months,CodeCrafters
952,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Ahmedabad,5 weeks,WebSolutions
953,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bhubaneswar,3 months,Tech Startup
954,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Goa,4 months,Tech Startup
955,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,5 weeks,MobileWorks
956,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Noida,6 months,MobileWorks
957,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,6 months,CodeCrafters
958,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Goa,2 months,MarketCo
959,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Ahmedabad,6 months,FinLabs
960,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Ahmedabad,2 months,College Labs
961,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Ahmedabad,3 months,MarketCo
962,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Mumbai,3 months,MobileWorks
963,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Bengaluru,2 months,DataWorks
964,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bengaluru,3 months,DesignStudios
965,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Bhubaneswar,3 months,CodeCrafters
966,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bengaluru,4 months,College Labs
967,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Pune,2 months,Analytics Hub
968,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Jaipur,1 month,WebSolutions
969,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,2 months,DesignStudios
970,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Goa,2 months,Tech Startup
971,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Lucknow,6 months,DataWorks
972,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Dehradun,5 weeks,MobileWorks
973,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,5 weeks,DataWorks
974,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Chennai,1 month,MobileWorks
975,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Lucknow,4 months,MobileWorks
976,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Ahmedabad,2 months,WebSolutions
977,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,2 months,MobileWorks
978,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Gurgaon,2 months,MobileWorks
979,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Kolkata,4 months,Tech Startup
980,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Kolkata,2 months,FinLabs
981,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Mumbai,5 weeks,Analytics Hub
982,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,3 months,Tech Startup
983,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Jaipur,4 months,MarketCo
984,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Pune,6 months,CodeCrafters
985,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Gurgaon,1 month,DesignStudios
986,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Gurgaon,5 weeks,Analytics Hub
987,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Chennai,2 months,Tech Startup
988,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,3 months,FinLabs
989,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bhubaneswar,6 months,FinLabs
990,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Kolkata,3 months,College Labs
991,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Chennai,1 month,DataWorks
992,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Pune,1 month,College Labs
993,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Pune,4 months,WebSolutions
994,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Kolkata,1 month,MarketCo
995,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,3 months,CodeCrafters
996,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Goa,2 months,FinLabs
997,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Hyderabad,2 months,Analytics Hub
998,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Noida,2 months,DesignStudios
999,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,5 weeks,MarketCo
1000,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Bengaluru,6 months,CodeCrafters
